0 32760 29
1 32025 56
2 29916 93
3 26711 141
4 22830 203
5 18775 279
6 15059 372
7 12140 481
8 10348 611
9 9845 760
10 10604 930
11 12405 1122
12 14877 1335
13 17541 1571
14 19884 1828
15 21430 2104
16 21807 2399
17 20798 2709
18 18376 3032
19 14706 3364
20 10124 3700
21 5086 4036
22 113 4368
23 -4289 4689
24 -7697 4979
25 -9827 5248
26 -10577 5511
27 -10038 5745
28 -8481 5946
29 -6320 6110
30 -4050 6233
31 -2179 6312
32 -1153 6345
33 -1299 6328
34 -2770 6262
35 -5530 6145
36 -9353 5979
37 -13858 5763
38 -18559 5499
39 -22936 5190
40 -26504 4838
41 -28882 4446
42 -29846 4017
43 -29362 3555
44 -27587 3063
45 -24848 2545
46 -21596 2005
47 -18343 1446
48 -15589 873
49 -13752 300
50 -13107 -303
51 -13752 -904
52 -15589 -1502
53 -18343 -2094
54 -21596 -2677
55 -24848 -3250
56 -27587 -3810
57 -29362 -4355
58 -29846 -4883
59 -28882 -5393
60 -26504 -5880
61 -22936 -6345
62 -18559 -6785
63 -13858 -7198
64 -9353 -7583
65 -5530 -7937
66 -2770 -8260
67 -1299 -8551
68 -1153 -8807
69 -2179 -9029
70 -4050 -9214
71 -6320 -9364
72 -8481 -9476
73 -10038 -9552
74 -10577 -9589
75 -9827 -9589
76 -7697 -9552
77 -4289 -9476
78 113 -9364
79 5086 -9214
80 10124 -9029
81 14706 -8807
82 18376 -8551
83 20798 -8260
84 21807 -7937
85 21430 -7583
86 19884 -7198
87 17541 -6785
88 14877 -6345
89 12405 -5880
90 10604 -5393
91 9845 -4883
92 10348 -4355
93 12140 -3810
94 15059 -3250
95 18775 -2677
96 22830 -2094
97 26711 -1502
98 29916 -904
99 32025 -303
100 32760 300
101 32025 902
102 29916 1500
103 26711 2092
104 22830 2677
105 18775 3250
106 15059 3811
107 12140 4357
108 10348 4885
109 9845 5394
110 10604 5881
111 12405 6345
112 14877 6784
113 17541 7196
114 19884 7580
115 21430 7934
116 21807 8257
117 20798 8547
118 18376 8804
119 14706 9026
120 10124 9213
121 5086 9363
122 113 9477
123 -4289 9553
124 -7697 9591
125 -9827 9591
126 -10577 9553
127 -10038 9477
128 -8481 9363
129 -6320 9213
130 -4050 9026
131 -2179 8804
132 -1153 8547
133 -1299 8257
134 -2770 7934
135 -5530 7580
136 -9353 7196
137 -13858 6784
138 -18559 6345
139 -22936 5881
140 -26504 5394
141 -28882 4885
142 -29846 4357
143 -29362 3811
144 -27587 3250
145 -24848 2677
146 -21596 2092
147 -18343 1500
148 -15589 902
149 -13752 300
150 -13107 -303
151 -13752 -904
152 -15589 -1502
153 -18343 -2094
154 -21596 -2677
155 -24848 -3250
156 -27587 -3810
157 -29362 -4355
158 -29846 -4883
159 -28882 -5393
160 -26504 -5880
161 -22936 -6345
162 -18559 -6785
163 -13858 -7198
164 -9353 -7583
165 -5530 -7937
166 -2770 -8260
167 -1299 -8551
168 -1153 -8807
169 -2179 -9029
170 -4050 -9214
171 -6320 -9364
172 -8481 -9476
173 -10038 -9552
174 -10577 -9589
175 -9827 -9589
176 -7697 -9552
177 -4289 -9476
178 113 -9364
179 5086 -9214
180 10124 -9029
181 14706 -8807
182 18376 -8551
183 20798 -8260
184 21807 -7937
185 21430 -7583
186 19884 -7198
187 17541 -6785
188 14877 -6345
189 12405 -5880
190 10604 -5393
191 9845 -4883
192 10348 -4355
193 12140 -3810
194 15059 -3250
195 18775 -2677
196 22830 -2094
197 26711 -1502
198 29916 -904
199 32025 -303
200 32760 300
201 32025 902
202 29916 1500
203 26711 2092
204 22830 2677
205 18775 3250
206 15059 3811
207 12140 4357
208 10348 4885
209 9845 5394
210 10604 5881
211 12405 6345
212 14877 6784
213 17541 7196
214 19884 7580
215 21430 7934
216 21807 8257
217 20798 8547
218 18376 8804
219 14706 9026
220 10124 9213
221 5086 9363
222 113 9477
223 -4289 9553
224 -7697 9591
225 -9827 9591
226 -10577 9553
227 -10038 9477
228 -8481 9363
229 -6320 9213
230 -4050 9026
231 -2179 8804
232 -1153 8547
233 -1299 8257
234 -2770 7934
235 -5530 7580
236 -9353 7196
237 -13858 6784
238 -18559 6345
239 -22936 5881
240 -26504 5394
241 -28882 4885
242 -29846 4357
243 -29362 3811
244 -27587 3250
245 -24848 2677
246 -21596 2092
247 -18343 1500
248 -15589 902
249 -13752 300
250 -13107 -303
251 -13752 -904
252 -15589 -1502
253 -18343 -2094
254 -21596 -2677
255 -24848 -3250
256 -27587 -3810
257 -29362 -4355
258 -29846 -4883
259 -28882 -5393
260 -26504 -5880
261 -22936 -6345
262 -18559 -6785
263 -13858 -7198
264 -9353 -7583
265 -5530 -7937
266 -2770 -8260
267 -1299 -8551
268 -1153 -8807
269 -2179 -9029
270 -4050 -9214
271 -6320 -9364
272 -8481 -9476
273 -10038 -9552
274 -10577 -9589
275 -9827 -9589
276 -7697 -9552
277 -4289 -9476
278 113 -9364
279 5086 -9214
280 10124 -9029
281 14706 -8807
282 18376 -8551
283 20798 -8260
284 21807 -7937
285 21430 -7583
286 19884 -7198
287 17541 -6785
288 14877 -6345
289 12405 -5880
290 10604 -5393
291 9845 -4883
292 10348 -4355
293 12140 -3810
294 15059 -3250
295 18775 -2677
296 22830 -2094
297 26711 -1502
298 29916 -904
299 32025 -303
300 32760 300
301 32025 902
302 29916 1500
303 26711 2092
304 22830 2677
305 18775 3250
306 15059 3811
307 12140 4357
308 10348 4885
309 9845 5394
310 10604 5881
311 12405 6345
312 14877 6784
313 17541 7196
314 19884 7580
315 21430 7934
316 21807 8257
317 20798 8547
318 18376 8804
319 14706 9026
320 10124 9213
321 5086 9363
322 113 9477
323 -4289 9553
324 -7697 9591
325 -9827 9591
326 -10577 9553
327 -10038 9477
328 -8481 9363
329 -6320 9213
330 -4050 9026
331 -2179 8804
332 -1153 8547
333 -1299 8257
334 -2770 7934
335 -5530 7580
336 -9353 7196
337 -13858 6784
338 -18559 6345
339 -22936 5881
340 -26504 5394
341 -28882 4885
342 -29846 4357
343 -29362 3811
344 -27587 3250
345 -24848 2677
346 -21596 2092
347 -18343 1500
348 -15589 902
349 -13752 300
350 -13107 -303
351 -13752 -904
352 -15589 -1502
353 -18343 -2094
354 -21596 -2677
355 -24848 -3250
356 -27587 -3810
357 -29362 -4355
358 -29846 -4883
359 -28882 -5393
360 -26504 -5880
361 -22936 -6345
362 -18559 -6785
363 -13858 -7198
364 -9353 -7583
365 -5530 -7937
366 -2770 -8260
367 -1299 -8551
368 -1153 -8807
369 -2179 -9029
370 -4050 -9214
371 -6320 -9364
372 -8481 -9476
373 -10038 -9552
374 -10577 -9589
375 -9827 -9589
376 -7697 -9552
377 -4289 -9476
378 113 -9364
379 5086 -9214
380 10124 -9029
381 14706 -8807
382 18376 -8551
383 20798 -8260
384 21807 -7937
385 21430 -7583
386 19884 -7198
387 17541 -6785
388 14877 -6345
389 12405 -5880
390 10604 -5393
391 9845 -4883
392 10348 -4355
393 12140 -3810
394 15059 -3250
395 18775 -2677
396 22830 -2094
397 26711 -1502
398 29916 -904
399 32025 -303
400 32760 300
401 32025 902
402 29916 1500
403 26711 2092
404 22830 2677
405 18775 3250
406 15059 3811
407 12140 4357
408 10348 4885
409 9845 5394
410 10604 5881
411 12405 6345
412 14877 6784
413 17541 7196
414 19884 7580
415 21430 7934
416 21807 8257
417 20798 8547
418 18376 8804
419 14706 9026
420 10124 9213
421 5086 9363
422 113 9477
423 -4289 9553
424 -7697 9591
425 -9827 9591
426 -10577 9553
427 -10038 9477
428 -8481 9363
429 -6320 9213
430 -4050 9026
431 -2179 8804
432 -1153 8547
433 -1299 8257
434 -2770 7934
435 -5530 7580
436 -9353 7196
437 -13858 6784
438 -18559 6345
439 -22936 5881
440 -26504 5394
441 -28882 4885
442 -29846 4357
443 -29362 3811
444 -27587 3250
445 -24848 2677
446 -21596 2092
447 -18343 1500
448 -15589 902
449 -13752 300
450 -13107 -303
451 -13752 -904
452 -15589 -1502
453 -18343 -2094
454 -21596 -2677
455 -24848 -3250
456 -27587 -3810
457 -29362 -4355
458 -29846 -4883
459 -28882 -5393
460 -26504 -5880
461 -22936 -6345
462 -18559 -6785
463 -13858 -7198
464 -9353 -7583
465 -5530 -7937
466 -2770 -8260
467 -1299 -8551
468 -1153 -8807
469 -2179 -9029
470 -4050 -9214
471 -6320 -9364
472 -8481 -9476
473 -10038 -9552
474 -10577 -9589
475 -9827 -9589
476 -7697 -9552
477 -4289 -9476
478 113 -9364
479 5086 -9214
480 10124 -9029
481 14706 -8807
482 18376 -8551
483 20798 -8260
484 21807 -7937
485 21430 -7583
486 19884 -7198
487 17541 -6785
488 14877 -6345
489 12405 -5880
490 10604 -5393
491 9845 -4883
492 10348 -4355
493 12140 -3810
494 15059 -3250
495 18775 -2677
496 22830 -2094
497 26711 -1502
498 29916 -904
499 32025 -303
500 32760 300
501 32025 902
502 29916 1500
503 26711 2092
504 22830 2677
505 18775 3250
506 15059 3811
507 12140 4357
508 10348 4885
509 9845 5394
510 10604 5881
511 12405 6345
512 14877 6784
513 17541 7196
514 19884 7580
515 21430 7934
516 21807 8257
517 20798 8547
518 18376 8804
519 14706 9026
520 10124 9213
521 5086 9363
522 113 9477
523 -4289 9553
524 -7697 9591
525 -9827 9591
526 -10577 9553
527 -10038 9477
528 -8481 9363
529 -6320 9213
530 -4050 9026
531 -2179 8804
532 -1153 8547
533 -1299 8257
534 -2770 7934
535 -5530 7580
536 -9353 7196
537 -13858 6784
538 -18559 6345
539 -22936 5881
540 -26504 5394
541 -28882 4885
542 -29846 4357
543 -29362 3811
544 -27587 3250
545 -24848 2677
546 -21596 2092
547 -18343 1500
548 -15589 902
549 -13752 300
550 -13107 -303
551 -13752 -904
552 -15589 -1502
553 -18343 -2094
554 -21596 -2677
555 -24848 -3250
